T, K;R, Ω
1.0;4.870588235294117
1.009469696969697;4.847058823529411
1.018939393939394;4.870588235294117
1.0284090909090908;4.91764705882353
1.0378787878787878;4.894117647058824
1.0473484848484849;4.870588235294117
1.0568181818181819;4.894117647058824
1.066287878787879;4.847058823529411
1.0757575757575757;4.870588235294117
1.0852272727272727;4.870588235294117
1.0946969696969697;4.894117647058824
1.1041666666666667;4.870588235294117
1.1136363636363635;4.823529411764706
1.1231060606060606;4.847058823529411
1.1325757575757576;4.870588235294117
1.1420454545454546;4.823529411764706
1.1515151515151516;4.847058823529411
1.1609848484848484;4.847058823529411
1.1704545454545454;4.847058823529411
1.1799242424242424;4.847058823529411
1.1893939393939394;4.823529411764706
1.1988636363636365;4.847058823529411
1.2083333333333333;4.823529411764706
1.2178030303030303;4.847058823529411
1.2272727272727273;4.894117647058824
1.2367424242424243;4.91764705882353
1.2462121212121213;4.847058823529411
1.2556818181818181;4.870588235294117
1.2651515151515151;4.847058823529411
1.2746212121212122;4.91764705882353
1.2840909090909092;4.870588235294117
1.293560606060606;4.894117647058824
1.303030303030303;4.847058823529411
01.01.3125;4.870588235294117
1.321969696969697;4.823529411764706
1.331439393939394;4.847058823529411
1.3409090909090908;04.08.
1.3503787878787878;4.847058823529411
1.3598484848484849;4.823529411764706
1.3693181818181819;4.847058823529411
1.378787878787879;4.894117647058824
1.3882575757575757;4.870588235294117
1.3977272727272727;4.870588235294117
1.4071969696969697;4.870588235294117
1.4166666666666667;4.894117647058824
1.4261363636363638;4.870588235294117
1.4356060606060606;4.870588235294117
1.4450757575757576;4.894117647058824
1.4545454545454546;4.847058823529411
1.4640151515151516;4.870588235294117
1.4734848484848486;4.823529411764706
1.4829545454545454;4.752941176470588
1.4924242424242424;4.847058823529411
1.5018939393939394;4.823529411764706
1.5113636363636365;4.847058823529411
1.5208333333333333;4.870588235294117
1.5303030303030303;4.823529411764706
1.5397727272727273;4.847058823529411
1.5492424242424243;04.08.
1.5587121212121213;4.823529411764706
1.5681818181818181;4.823529411764706
1.5776515151515151;4.776470588235294
1.5871212121212122;4.823529411764706
1.5965909090909092;4.870588235294117
1.6060606060606062;4.847058823529411
1.615530303030303;4.9411764705882355
1.625;4.9411764705882355
1.634469696969697;4.91764705882353
1.643939393939394;04.08.
1.653409090909091;4.894117647058824
1.6628787878787878;4.823529411764706
1.6723484848484849;04.08.
1.6818181818181819;4.847058823529411
1.691287878787879;4.823529411764706
1.7007575757575757;4.894117647058824
1.7102272727272727;4.870588235294117
1.7196969696969697;4.870588235294117
1.7291666666666667;4.823529411764706
1.7386363636363638;4.894117647058824
1.7481060606060606;4.776470588235294
1.7575757575757576;4.870588235294117
1.7670454545454546;4.823529411764706
1.7765151515151516;4.847058823529411
1.7859848484848486;04.08.
1.7954545454545454;4.847058823529411
1.8049242424242424;4.752941176470588
1.8143939393939394;4.847058823529411
1.8238636363636365;04.08.
1.8333333333333335;4.870588235294117
1.8428030303030303;4.894117647058824
1.8522727272727273;4.752941176470588
1.8617424242424243;4.91764705882353
1.8712121212121213;4.776470588235294
1.8806818181818181;4.91764705882353
1.8901515151515151;4.823529411764706
1.8996212121212122;4.823529411764706
1.9090909090909092;04.08.
1.9185606060606062;4.847058823529411
1.928030303030303;4.823529411764706
01.01.9375;4.847058823529411
1.946969696969697;4.847058823529411
1.956439393939394;4.894117647058824
1.965909090909091;4.847058823529411
1.9753787878787878;4.847058823529411
1.9848484848484849;4.870588235294117
1.9943181818181819;4.847058823529411
2.003787878787879;4.894117647058824
2.0132575757575757;4.91764705882353
2.022727272727273;4.776470588235294
2.0321969696969697;4.823529411764706
2.0416666666666665;04.08.
2.0511363636363638;4.776470588235294
2.0606060606060606;4.823529411764706
2.070075757575758;4.847058823529411
2.0795454545454546;4.894117647058824
2.0890151515151514;4.894117647058824
2.0984848484848486;04.08.
2.1079545454545454;4.823529411764706
2.1174242424242427;4.752941176470588
2.1268939393939394;4.776470588235294
2.1363636363636362;04.08.
2.1458333333333335;4.823529411764706
2.1553030303030303;4.823529411764706
2.1647727272727275;4.823529411764706
2.1742424242424243;4.870588235294117
2.183712121212121;4.9411764705882355
2.1931818181818183;4.988235294117647
2.202651515151515;4.964705882352941
2.2121212121212124;4.964705882352941
2.221590909090909;4.823529411764706
2.231060606060606;4.91764705882353
2.240530303030303;4.823529411764706
2.25;4.847058823529411
2.2594696969696972;4.91764705882353
2.268939393939394;4.91764705882353
2.278409090909091;4.9411764705882355
2.287878787878788;4.9411764705882355
2.297348484848485;4.870588235294117
2.306818181818182;4.9411764705882355
2.316287878787879;4.847058823529411
2.3257575757575757;4.988235294117647
2.335227272727273;5.011764705882353
2.3446969696969697;4.870588235294117
2.3541666666666665;5.011764705882353
2.3636363636363638;4.964705882352941
2.3731060606060606;4.91764705882353
2.382575757575758;4.964705882352941
2.3920454545454546;4.894117647058824
2.4015151515151514;4.91764705882353
2.4109848484848486;5.0588235294117645
2.4204545454545454;5.011764705882353
2.4299242424242427;4.988235294117647
2.43939393939394;4.964705882352941
2.4488636363636367;4.988235294117647
2.4583333333333335;4.964705882352941
2.4678030303030307;5.011764705882353
2.4772727272727275;4.964705882352941
2.4867424242424248;5.035294117647059
2.4962121212121215;4.988235294117647
2.5056818181818183;4.988235294117647
2.5151515151515156;5.035294117647059
2.5246212121212124;4.988235294117647
2.5340909090909096;5.035294117647059
2.5435606060606064;5.011764705882353
2.553030303030303;5.011764705882353
2.5625000000000004;5.08235294117647
2.5719696969696972;5.011764705882353
2.5814393939393945;5.0588235294117645
2.5909090909090913;5.105882352941176
2.600378787878788;5.152941176470589
2.6098484848484853;5.176470588235294
2.619318181818182;5.129411764705883
2.6287878787878793;5.08235294117647
2.638257575757576;5.011764705882353
2.647727272727273;4.988235294117647
2.65719696969697;4.964705882352941
2.666666666666667;5.035294117647059
2.676136363636364;4.988235294117647
2.685606060606061;5.08235294117647
2.695075757575758;4.988235294117647
2.704545454545455;5.105882352941176
2.714015151515152;5.0588235294117645
2.723484848484849;5.011764705882353
2.732954545454546;5.011764705882353
2.7424242424242427;5.08235294117647
2.75189393939394;5.08235294117647
2.7613636363636367;5.035294117647059
2.7708333333333335;5.105882352941176
2.7803030303030307;5.035294117647059
2.7897727272727275;5.0588235294117645
2.7992424242424248;5.0588235294117645
2.8087121212121215;5.08235294117647
2.8181818181818183;5.0588235294117645
2.8276515151515156;5.105882352941176
2.8371212121212124;5.0588235294117645
2.8465909090909096;5.08235294117647
2.8560606060606064;5.08235294117647
2.865530303030303;5.08235294117647
2.8750000000000004;5.152941176470589
2.8844696969696972;5.0588235294117645
2.8939393939393945;5.129411764705883
2.9034090909090913;5.270588235294118
2.912878787878788;5.294117647058823
